 999 , 999 , 999 , 999 , 3.354135 , -9.958041 , 3.628671 , -9.246105 ,30158
 1000 , 1000 , 1000 , 1000 , 3.443685 , -10.107254 , 3.630048 , -9.276227 ,30191
 999 , 999 , 999 , 999 , 3.433334 , -10.199030 , 3.630252 , -9.303185 ,30224
 999 , 999 , 999 , 999 , 3.430580 , -10.149630 , 3.628386 , -9.326204 ,30258
 1000 , 1000 , 1000 , 1000 , 3.508367 , -10.043971 , 3.625122 , -9.344399 ,30291
 1000 , 1000 , 1000 , 1000 , 3.474864 , -10.038770 , 3.620794 , -9.357756 ,30324
 1000 , 1000 , 1000 , 1000 , 3.564485 , -9.912870 , 3.615841 , -9.366517 ,30358
 999 , 999 , 999 , 999 , 3.491404 , -9.746779 , 3.610726 , -9.370242 ,30391
 999 , 999 , 999 , 999 , 3.485107 , -9.698647 , 3.605972 , -9.370191 ,30424
 999 , 999 , 999 , 999 , 3.513178 , -9.509745 , 3.602537 , -9.366819 ,30458
 1000 , 1000 , 1000 , 1000 , 3.535750 , -9.360884 , 3.601043 , -9.360060 ,30491
 999 , 999 , 999 , 999 , 3.522010 , -9.305608 , 3.601854 , -9.351198 ,30524
 1000 , 1000 , 1000 , 1000 , 3.497642 , -9.217006 , 3.604695 , -9.341062 ,30558
 999 , 999 , 999 , 999 , 3.464621 , -9.078195 , 3.609139 , -9.329765 ,30591
 1000 , 1000 , 1000 , 1000 , 3.576044 , -9.032365 , 3.615530 , -9.317672 ,30624
 999 , 999 , 999 , 999 , 3.549685 , -9.061388 , 3.623027 , -9.306044 ,30658
 1000 , 1000 , 1000 , 1000 , 3.537471 , -9.105736 , 3.630118 , -9.295595 ,30691
 999 , 999 , 999 , 999 , 3.500479 , -9.183487 , 3.636084 , -9.286633 ,30724
 1000 , 1000 , 1000 , 1000 , 3.415865 , -9.146888 , 3.639765 , -9.278406 ,30758
 999 , 999 , 999 , 999 , 3.431096 , -9.301940 , 3.641040 , -9.270897 ,30791
 999 , 999 , 999 , 999 , 3.378242 , -9.360133 , 3.639920 , -9.264355 ,30824
 999 , 999 , 999 , 999 , 3.428717 , -9.459525 , 3.636924 , -9.258416 ,30858
 999 , 999 , 999 , 999 , 3.383214 , -9.593416 , 3.632530 , -9.253354 ,30891
 1000 , 1000 , 1000 , 1000 , 3.286386 , -9.669817 , 3.626337 , -9.248429 ,30924
 1000 , 1000 , 1000 , 1000 , 3.285249 , -9.625324 , 3.619451 , -9.242331 ,30958
 999 , 999 , 999 , 999 , 3.283592 , -9.634129 , 3.613473 , -9.234715 ,30991
 999 , 999 , 999 , 999 , 3.320315 , -9.609165 , 3.609017 , -9.225578 ,31024
 999 , 999 , 999 , 999 , 3.402167 , -9.584003 , 3.606571 , -9.214516 ,31058
 999 , 999 , 999 , 999 , 3.347650 , -9.404881 , 3.605869 , -9.200911 ,31091
 999 , 999 , 999 , 999 , 3.378507 , -9.415634 , 3.606687 , -9.185225 ,31124
 1000 , 1000 , 1000 , 1000 , 3.565972 , -9.287270 , 3.609806 , -9.168051 ,31158
 1000 , 1000 , 1000 , 1000 , 3.651546 , -9.079559 , 3.614824 , -9.149277 ,31191
 1000 , 1000 , 1000 , 1000 , 3.588365 , -8.974750 , 3.619965 , -9.129590 ,31224
 1000 , 1000 , 1000 , 1000 , 3.534882 , -8.853314 , 3.623825 , -9.109519 ,31258
 999 , 999 , 999 , 999 , 3.665577 , -8.624609 , 3.626966 , -9.089379 ,31291
 999 , 999 , 999 , 999 , 3.636211 , -8.523667 , 3.629397 , -9.070251 ,31324
 1000 , 1000 , 1000 , 1000 , 3.683893 , -8.390550 , 3.630628 , -9.053173 ,31358
 1000 , 1000 , 1000 , 1000 , 3.582222 , -8.200931 , 3.630589 , -9.038383 ,31391
 1000 , 1000 , 1000 , 1000 , 3.554186 , -8.225986 , 3.629501 , -9.027424 ,31424
 1000 , 1000 , 1000 , 1000 , 3.480876 , -8.144455 , 3.628007 , -9.021188 ,31458
 1000 , 1000 , 1000 , 1000 , 3.360514 , -8.052026 , 3.625926 , -9.019185 ,31491
 1000 , 1000 , 1000 , 1000 , 3.362122 , -8.132066 , 3.623966 , -9.022350 ,31524
 999 , 999 , 999 , 999 , 3.307350 , -8.170521 , 3.623018 , -9.031321 ,31558
 1000 , 1000 , 1000 , 1000 , 3.395792 , -8.366073 , 3.623713 , -9.046346 ,31591
 999 , 999 , 999 , 999 , 3.291290 , -8.374830 , 3.625221 , -9.066776 ,31624
 999 , 999 , 999 , 999 , 3.347231 , -8.687773 , 3.626822 , -9.092577 ,31658
 1000 , 1000 , 1000 , 1000 , 3.390147 , -8.931770 , 3.628989 , -9.123782 ,31691
 1000 , 1000 , 1000 , 1000 , 3.414278 , -9.142607 , 3.630638 , -9.158704 ,31724
 999 , 999 , 999 , 999 , 3.425403 , -9.463974 , 3.630882 , -9.196562 ,31758
 999 , 999 , 999 , 999 , 3.452428 , -9.614367 , 3.629628 , -9.235973 ,31791
 999 , 999 , 999 , 999 , 3.503502 , -9.945498 , 3.626864 , -9.275825 ,31824
 1000 , 1000 , 1000 , 1000 , 3.450615 , -10.101493 , 3.622119 , -9.314744 ,31858
 1000 , 1000 , 1000 , 1000 , 3.529953 , -10.300668 , 3.616296 , -9.351134 ,31891
 1000 , 1000 , 1000 , 1000 , 3.441805 , -10.430697 , 3.609879 , -9.384157 ,31924
 1000 , 1000 , 1000 , 1000 , 3.476537 , -10.550342 , 3.603312 , -9.412580 ,31958
 999 , 999 , 999 , 999 , 3.478956 , -10.557758 , 3.598163 , -9.435315 ,31991
 999 , 999 , 999 , 999 , 3.431182 , -10.618093 , 3.594646 , -9.451867 ,32024
 999 , 999 , 999 , 999 , 3.571914 , -10.689596 , 3.593843 , -9.462400 ,32058
 1000 , 1000 , 1000 , 1000 , 3.451298 , -10.542295 , 3.595636 , -9.466055 ,32091
 999 , 999 , 999 , 999 , 3.439631 , -10.451779 , 3.599255 , -9.462534 ,32124
 999 , 999 , 999 , 999 , 3.401563 , -10.267057 , 3.604508 , -9.452076 ,32158
 999 , 999 , 999 , 999 , 3.476844 , -10.070303 , 3.610994 , -9.434980 ,32191
 1000 , 1000 , 1000 , 1000 , 3.484662 , -9.820662 , 3.618274 , -9.411881 ,32224
 1000 , 1000 , 1000 , 1000 , 3.499394 , -9.700777 , 3.625050 , -9.383979 ,32258
 1000 , 1000 , 1000 , 1000 , 3.427523 , -9.415191 , 3.630237 , -9.352160 ,32291
 1000 , 1000 , 1000 , 1000 , 3.476748 , -9.192369 , 3.633615 , -9.317138 ,32324
 1000 , 1000 , 1000 , 1000 , 3.427423 , -9.005055 , 3.634895 , -9.280858 ,32358
 999 , 999 , 999 , 999 , 3.365621 , -8.842794 , 3.633633 , -9.244625 ,32391
 999 , 999 , 999 , 999 , 3.391136 , -8.647469 , 3.630679 , -9.209183 ,32424
 999 , 999 , 999 , 999 , 3.352457 , -8.345290 , 3.626535 , -9.174628 ,32458
 1000 , 1000 , 1000 , 1000 , 3.386978 , -8.295929 , 3.621688 , -9.142335 ,32491
 999 , 999 , 999 , 999 , 3.346150 , -8.254301 , 3.617162 , -9.114083 ,32524
 1000 , 1000 , 1000 , 1000 , 3.384499 , -8.303440 , 3.613764 , -9.090656 ,32558
 999 , 999 , 999 , 999 , 3.371390 , -8.263547 , 3.611563 , -9.072130 ,32591
 1000 , 1000 , 1000 , 1000 , 3.387535 , -8.324565 , 3.610555 , -9.058276 ,32624
 999 , 999 , 999 , 999 , 3.452090 , -8.358138 , 3.611137 , -9.049129 ,32658
 1000 , 1000 , 1000 , 1000 , 3.536877 , -8.462591 , 3.613171 , -9.044628 ,32691
 1000 , 1000 , 1000 , 1000 , 3.528451 , -8.646460 , 3.615768 , -9.044917 ,32724
 999 , 999 , 999 , 999 , 3.521622 , -8.744783 , 3.618258 , -9.049181 ,32758
 999 , 999 , 999 , 999 , 3.647219 , -8.904718 , 3.620805 , -9.056527 ,32791
 1000 , 1000 , 1000 , 1000 , 3.594076 , -9.002804 , 3.622617 , -9.066314 ,32824
 1000 , 1000 , 1000 , 1000 , 3.654993 , -9.122617 , 3.623301 , -9.077636 ,32858
 1000 , 1000 , 1000 , 1000 , 3.562642 , -9.196552 , 3.622658 , -9.089744 ,32891
 999 , 999 , 999 , 999 , 3.491313 , -9.350356 , 3.620549 , -9.102629 ,32924
 1000 , 1000 , 1000 , 1000 , 3.553054 , -9.316229 , 3.618293 , -9.115403 ,32958
 999 , 999 , 999 , 999 , 3.475299 , -9.421316 , 3.616398 , -9.127633 ,32991
 1000 , 1000 , 1000 , 1000 , 3.387526 , -9.375671 , 3.614737 , -9.139258 ,33024
 999 , 999 , 999 , 999 , 3.345580 , -9.453685 , 3.613618 , -9.150085 ,33058
 999 , 999 , 999 , 999 , 3.320714 , -9.405140 , 3.613672 , -9.160287 ,33091
 999 , 999 , 999 , 999 , 3.334683 , -9.269690 , 3.615303 , -9.169101 ,33124
 999 , 999 , 999 , 999 , 3.385672 , -9.233892 , 3.618169 , -9.176671 ,33158
 999 , 999 , 999 , 999 , 3.357830 , -9.163318 , 3.621308 , -9.183719 ,33191
 1000 , 1000 , 1000 , 1000 , 3.351226 , -9.113959 , 3.623988 , -9.190722 ,33224
 999 , 999 , 999 , 999 , 3.395012 , -9.072476 , 3.626292 , -9.197836 ,33258
 1000 , 1000 , 1000 , 1000 , 3.420824 , -8.968690 , 3.627728 , -9.205012 ,33291
 1000 , 1000 , 1000 , 1000 , 3.497123 , -8.928661 , 3.628116 , -9.212198 ,33324
 1000 , 1000 , 1000 , 1000 , 3.448054 , -8.941737 , 3.626763 , -9.220015 ,33358
 1000 , 1000 , 1000 , 1000 , 3.460991 , -8.912818 , 3.623235 , -9.228631 ,33391
 1000 , 1000 , 1000 , 1000 , 3.450590 , -8.967666 , 3.618366 , -9.237961 ,33424
 999 , 999 , 999 , 999 , 3.514978 , -8.994477 , 3.613048 , -9.248352 ,33458
 999 , 999 , 999 , 999 , 3.430131 , -9.148899 , 3.607070 , -9.260202 ,33491
 999 , 999 , 999 , 999 , 3.505522 , -9.265336 , 3.600927 , -9.273059 ,33524
 1000 , 1000 , 1000 , 1000 , 3.458189 , -9.370467 , 3.596271 , -9.285803 ,33558
 1000 , 1000 , 1000 , 1000 , 3.354751 , -9.564262 , 3.593045 , -9.298240 ,33591
 1000 , 1000 , 1000 , 1000 , 3.444171 , -9.588082 , 3.591841 , -9.309212 ,33624
 999 , 999 , 999 , 999 , 3.412723 , -9.630317 , 3.592712 , -9.317389 ,33658
 999 , 999 , 999 , 999 , 3.460507 , -9.870081 , 3.595176 , -9.323948 ,33691
 999 , 999 , 999 , 999 , 3.398793 , -10.024955 , 3.599236 , -9.328772 ,33724
 999 , 999 , 999 , 999 , 3.354977 , -10.125388 , 3.605544 , -9.327803 ,33758
 1000 , 1000 , 1000 , 1000 , 3.440970 , -9.975955 , 3.614126 , -9.318101 ,33791
 1000 , 1000 , 1000 , 1000 , 3.464822 , -9.953077 , 3.622165 , -9.300745 ,33824
 999 , 999 , 999 , 999 , 3.416638 , -9.845075 , 3.627686 , -9.276697 ,33858
 1000 , 1000 , 1000 , 1000 , 3.508749 , -9.768139 , 3.631932 , -9.244347 ,33891
 1000 , 1000 , 1000 , 1000 , 3.510565 , -9.594598 , 3.636693 , -9.201860 ,33924
 999 , 999 , 999 , 999 , 3.525381 , -9.305967 , 3.641063 , -9.149924 ,33958
 999 , 999 , 999 , 999 , 3.552951 , -8.987761 , 3.643249 , -9.091448 ,33991
 1000 , 1000 , 1000 , 1000 , 3.548974 , -8.614916 , 3.644024 , -9.027076 ,34024
 999 , 999 , 999 , 999 , 3.685884 , -8.272386 , 3.645013 , -8.957656 ,34058
 1000 , 1000 , 1000 , 1000 , 3.661121 , -7.841237 , 3.645007 , -8.886265 ,34091
 1000 , 1000 , 1000 , 1000 , 3.630142 , -7.506146 , 3.642160 , -8.816542 ,34124
 999 , 999 , 999 , 999 , 3.572729 , -7.118558 , 3.636876 , -8.750510 ,34158
 1000 , 1000 , 1000 , 1000 , 3.559490 , -6.969892 , 3.631764 , -8.689974 ,34191
 999 , 999 , 999 , 999 , 3.557687 , -6.642677 , 3.628868 , -8.637007 ,34224
 999 , 999 , 999 , 999 , 3.589055 , -6.475224 , 3.628281 , -8.593372 ,34258
 999 , 999 , 999 , 999 , 3.516580 , -6.502022 , 3.629479 , -8.561573 ,34291
 999 , 999 , 999 , 999 , 3.561365 , -6.484879 , 3.633126 , -8.541126 ,34324
 1000 , 1000 , 1000 , 1000 , 3.541453 , -6.567952 , 3.639045 , -8.531548 ,34358
 1000 , 1000 , 1000 , 1000 , 3.652604 , -6.763729 , 3.645261 , -8.534277 ,34391
 1000 , 1000 , 1000 , 1000 , 3.666854 , -6.995806 , 3.650379 , -8.548999 ,34424
 1000 , 1000 , 1000 , 1000 , 3.606845 , -7.350120 , 3.652956 , -8.574854 ,34458
 999 , 999 , 999 , 999 , 3.695366 , -7.542150 , 3.653053 , -8.611086 ,34491
 999 , 999 , 999 , 999 , 3.526030 , -7.882527 , 3.650355 , -8.657273 ,34525
 1000 , 1000 , 1000 , 1000 , 3.457403 , -8.221037 , 3.645033 , -8.713417 ,34558
 1000 , 1000 , 1000 , 1000 , 3.392257 , -8.493313 , 3.638634 , -8.777411 ,34591
 1000 , 1000 , 1000 , 1000 , 3.343019 , -8.959556 , 3.631758 , -8.848585 ,34624
 1000 , 1000 , 1000 , 1000 , 3.258380 , -9.312922 , 3.625276 , -8.926377 ,34658
 1000 , 1000 , 1000 , 1000 , 3.338278 , -9.718017 , 3.620901 , -9.008577 ,34691
 999 , 999 , 999 , 999 , 3.299121 , -9.982878 , 3.618846 , -9.093214 ,34724
